Ensembl Protein ID	Ensembl Transcript ID	Ensembl Gene ID	Associated Gene Name	Description
YIL087C	YIL087C	YIL087C	AIM19	"Putative protein of unknown function; the authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies; null mutant displays reduced respiratory growth [Source:SGD;Acc:S000001349]"
YIL088C	YIL088C	YIL088C	AVT7	Putative transporter; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters [Source:SGD;Acc:S000001350]
YIL089W	YIL089W	YIL089W		Protein of unknown function found in the ER and vacuole lumen; overexpression of YIL089W affects endocytic protein trafficking [Source:SGD;Acc:S000001351]
YIL090W	YIL090W	YIL090W	ICE2	Integral ER membrane protein with type-III transmembrane domains; required for maintenance of ER zinc homeostasis; necessary for efficient targeting of Trm1p tRNA methyltransferase to inner nuclear membrane; mutations cause defects in cortical ER morphology in both the mother and daughter cells [Source:SGD;Acc:S000001352]
YIL091C	YIL091C	YIL091C	UTP25	Nucleolar protein; required for 35S pre-RNA processing and 40S ribosomal subunit biogenesis [Source:SGD;Acc:S000001353]
YIL092W	YIL092W	YIL092W		Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and to the nucleus [Source:SGD;Acc:S000001354]
YIL093C	YIL093C	YIL093C	RSM25	Mitochondrial ribosomal protein of the small subunit [Source:SGD;Acc:S000001355]
YIL094C	YIL094C	YIL094C	LYS12	"Homo-isocitrate dehydrogenase; an NAD-linked mitochondrial enzyme required for the fourth step in the biosynthesis of lysine, in which homo-isocitrate is oxidatively decarboxylated to alpha-ketoadipate [Source:SGD;Acc:S000001356]"
YIL095W	YIL095W	YIL095W	PRK1	"Protein serine/threonine kinase; regulates the organization and function of the actin cytoskeleton and reduces endocytic ability of cell through the phosphorylation of the Pan1p-Sla1p-End3p protein complex; PRK1 has a paralog, ARK1, that arose from the whole genome duplication [Source:SGD;Acc:S000001357]"
YIL096C	YIL096C	YIL096C	BMT5	Methyltransferase required for m3U2634 methylation of the 25S rRNA; S-adenosylmethionine-dependent; associates with precursors of the 60S ribosomal subunit; predicted to be involved in ribosome biogenesis [Source:SGD;Acc:S000001358]
YIL097W	YIL097W	YIL097W	FYV10	"Subunit of GID complex; involved in proteasome-dependent catabolite inactivation of gluconeogenic enzymes FBPase, PEPCK, and c-MDH; forms dimer with Rmd5p that is then recruited to GID Complex by Gid8p; contains a degenerate RING finger motif needed for GID complex ubiquitin ligase activity in vivo, as well as CTLH and CRA domains; plays role in anti-apoptosis; required for survival upon exposure to K1 killer toxin [Source:SGD;Acc:S000001359]"
YIL098C	YIL098C	YIL098C	FMC1	Mitochondrial matrix protein; required for assembly or stability at high temperature of the F1 sector of mitochondrial F1F0 ATP synthase; null mutant temperature sensitive growth on glycerol is suppressed by multicopy expression of Odc1p [Source:SGD;Acc:S000001360]
YIL099W	YIL099W	YIL099W	SGA1	"Intracellular sporulation-specific glucoamylase; involved in glycogen degradation; induced during starvation of a/a diploids late in sporulation, but dispensable for sporulation [Source:SGD;Acc:S000001361]"
YIL100C-A	YIL100C-A	YIL100C-A		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000028794]"
YIL100W	YIL100W	YIL100W		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the dubious ORF YIL100C-A [Source:SGD;Acc:S000001362]"
YIL101C	YIL101C	YIL101C	XBP1	"Transcriptional repressor; binds to promoter sequences of the cyclin genes, CYS3, and SMF2; expression is induced by stress or starvation during mitosis, and late in meiosis; member of the Swi4p/Mbp1p family; potential Cdc28p substrate; relative distribution to the nucleus increases upon DNA replication stress [Source:SGD;Acc:S000001363]"
YIL102C	YIL102C	YIL102C		Putative protein of unknown function [Source:SGD;Acc:S000001364]
YIL102C-A	YIL102C-A	YIL102C-A		Putative protein of unknown function; identified based on comparisons of the genome sequences of six Saccharomyces species [Source:SGD;Acc:S000113587]
YIL103W	YIL103W	YIL103W	DPH1	"Protein required for synthesis of diphthamide; required along with Dph2p, Kti11p, Jjj3p, and Dph5p; diphthamide is a modified histidine residue of translation elongation factor 2 (Eft1p or Eft2p); may act in a complex with Dph2p and Kti11p [Source:SGD;Acc:S000001365]"
YIL104C	YIL104C	YIL104C	SHQ1	Chaperone protein; required for the assembly of box H/ACA snoRNPs and thus for pre-rRNA processing; functions as an RNA mimic; forms a complex with Naf1p and interacts with H/ACA snoRNP components Nhp2p and Cbf5p; homology with known Hsp90p cochaperones; relocalizes to the cytosol in response to hypoxia [Source:SGD;Acc:S000001366]
YIL105C	YIL105C	YIL105C	SLM1	"Phosphoinositide PI4,5P(2) binding protein, forms a complex with Slm2p; acts downstream of Mss4p in a pathway regulating actin cytoskeleton organization in response to stress; phosphorylated by the TORC2 complex; protein abundance increases in response to DNA replication stress; SLM1 has a paralog, SLM2, that arose from the whole genome duplication [Source:SGD;Acc:S000001367]"
YIL105W-A	YIL105W-A	YIL105W-A		"Protein of unknown function; completely overlaps the verified gene SLM1; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching; mRNA identified as translated by ribosome profiling data [Source:SGD;Acc:S000028657]"
YIL106W	YIL106W	YIL106W	MOB1	Component of the mitotic exit network; associates with and is required for the activation and Cdc15p-dependent phosphorylation of the Dbf2p kinase; required for cytokinesis and cell separation; component of the CCR4 transcriptional complex; relocalizes from cytoplasm to the nuclear periphery upon DNA replication stress [Source:SGD;Acc:S000001368]
YIL107C	YIL107C	YIL107C	PFK26	"6-phosphofructo-2-kinase; inhibited by phosphoenolpyruvate and sn-glycerol 3-phosphate; has negligible fructose-2,6-bisphosphatase activity; transcriptional regulation involves protein kinase A [Source:SGD;Acc:S000001369]"
YIL108W	YIL108W	YIL108W		Putative metalloendopeptidase; forms cytoplasmic foci upon DNA replication stress [Source:SGD;Acc:S000001370]
YIL109C	YIL109C	YIL109C	SEC24	"Component of the Sec23p-Sec24p heterodimer of the COPII vesicle coat; required for cargo selection during vesicle formation in ER to Golgi transport; homologous to Sfb3p; SEC24 has a paralog, SFB2, that arose from the whole genome duplication [Source:SGD;Acc:S000001371]"
YIL110W	YIL110W	YIL110W	HPM1	AdoMet-dependent methyltransferase; involved in a novel 3-methylhistidine modification of ribosomal protein Rpl3p; seven beta-strand MTase family member; null mutant exhibits a weak vacuolar protein sorting defect and caspofungin resistance [Source:SGD;Acc:S000001372]
YIL111W	YIL111W	YIL111W	COX5B	"Subunit Vb of cytochrome c oxidase; cytochrome c oxidase is the terminal member of the mitochondrial inner membrane electron transport chain; Cox5Bp is predominantly expressed during anaerobic growth while its isoform Va (Cox5Ap) is expressed during aerobic growth; COX5B has a paralog, COX5A, that arose from the whole genome duplication [Source:SGD;Acc:S000001373]"
YIL112W	YIL112W	YIL112W	HOS4	Subunit of the Set3 complex; complex is a meiotic-specific repressor of sporulation specific genes that contains deacetylase activity; potential Cdc28p substrate [Source:SGD;Acc:S000001374]
YIL113W	YIL113W	YIL113W	SDP1	"Stress-inducible dual-specificity MAP kinase phosphatase; negatively regulates Slt2p MAP kinase by direct dephosphorylation, diffuse localization under normal conditions shifts to punctate localization after heat shock; SDP1 has a paralog, MSG5, that arose from the whole genome duplication [Source:SGD;Acc:S000001375]"
YIL114C	YIL114C	YIL114C	POR2	"Putative mitochondrial porin (voltage-dependent anion channel); not required for mitochondrial membrane permeability or mitochondrial osmotic stability; POR2 has a paralog, POR1, that arose from the whole genome duplication [Source:SGD;Acc:S000001376]"
YIL115C	YIL115C	YIL115C	NUP159	"FG-nucleoporin component of central core of the nuclear pore complex; also part of the nuclear pore complex (NPC) cytoplasmic filaments; contributes directly to nucleocytoplasmic transport; regulates ADP release from the ATP-dependent RNA helicase Dbp5p; forms a stable association with Nup82p, Gle2p and two other FG-nucleoporins (Nsp1p and Nup116p) [Source:SGD;Acc:S000001377]"
YIL115W-A	YIL115W-A	YIL115W-A		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene NUP159/YIL115C [Source:SGD;Acc:S000028795]"
YIL116W	YIL116W	YIL116W	HIS5	"Histidinol-phosphate aminotransferase; catalyzes the seventh step in histidine biosynthesis; responsive to general control of amino acid biosynthesis; mutations cause histidine auxotrophy and sensitivity to Cu, Co, and Ni salts [Source:SGD;Acc:S000001378]"
YIL117C	YIL117C	YIL117C	PRM5	"Pheromone-regulated protein, predicted to have 1 transmembrane segment; induced during cell integrity signaling; PRM5 has a paralog, YNL058C, that arose from the whole genome duplication [Source:SGD;Acc:S000001379]"
YIL118W	YIL118W	YIL118W	RHO3	Non-essential small GTPase of the Rho/Rac family of Ras-like proteins; involved in the establishment of cell polarity; GTPase activity positively regulated by the GTPase activating protein (GAP) Rgd1p [Source:SGD;Acc:S000001380]
YIL119C	YIL119C	YIL119C	RPI1	"Transcription factor, allelic differences between S288C and Sigma1278b; mediates fermentation stress tolerance by modulating cell wall integrity; overexpression suppresses heat shock sensitivity of wild-type RAS2 overexpression and also suppresses cell lysis defect of mpk1 mutation; allele from S288c can confer fMAPK pathway independent transcription of FLO11; S288C and Sigma1278b alleles differ in number of tandem repeats within ORF [Source:SGD;Acc:S000001381]"
YIL120W	YIL120W	YIL120W	QDR1	"Multidrug transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; involved in spore wall assembly; sequence similarity to DTR1 and QDR3, and the triple mutant dtr1 qdr1 qdr3 exhibits reduced dityrosine fluorescence relative to the single mutants; required for resistance to quinidine, ketoconazole, fluconazole, and barban; QDR1 has a paralog, AQR1, that arose from the whole genome duplication [Source:SGD;Acc:S000001382]"
YIL121W	YIL121W	YIL121W	QDR2	"Plasma membrane transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; exports copper; has broad substrate specificity and can transport many mono- and divalent cations; transports a variety of drugs and is required for resistance to quinidine, barban, cisplatin, and bleomycin; contributes to potassium homeostasis; expression is regulated by copper [Source:SGD;Acc:S000001383]"
YIL122W	YIL122W	YIL122W	POG1	Nuclear chromatin-associated protein of unknown function; may have a role in cell cycle regulation; overexpression promotes recovery from pheromone induced arrest and suppresses the stress sensitivity caused by a mutation in the E3 ubiquitin ligase Rsp5p; binds upstream of BAR1 and cell cycle-related genes; phsosphoylated form may be ubiquitinated by Dma2p; potential Cdc28p substrate; SBF regulated [Source:SGD;Acc:S000001384]
YIL123W	YIL123W	YIL123W	SIM1	"Protein of the SUN family (Sim1p, Uth1p, Nca3p, Sun4p); may participate in DNA replication; promoter contains SCB regulation box at -300 bp indicating that expression may be cell cycle-regulated; SIM1 has a paralog, SUN4, that arose from the whole genome duplication [Source:SGD;Acc:S000001385]"
YIL124W	YIL124W	YIL124W	AYR1	"Bifunctional triacylglycerol lipase and 1-acyl DHAP reductase; NADPH-dependent 1-acyl dihydroxyacetone phosphate reductase involved in phosphatidic acid biosynthesis; lipid droplet triacylglycerol lipase involved in the mobilization of non-polar lipids; found in lipid particles, the endoplasmic reticulum and the mitochondrial outer membrane; required for spore germination; role in cell wall biosynthesis; capable of metabolizing steroid hormones; oleic acid inducible [Source:SGD;Acc:S000001386]"
YIL125W	YIL125W	YIL125W	KGD1	"Subunit of the mitochondrial alpha-ketoglutarate dehydrogenase complex; catalyzes a key step in the tricarboxylic acid (TCA) cycle, the oxidative decarboxylation of alpha-ketoglutarate to form succinyl-CoA [Source:SGD;Acc:S000001387]"
YIL126W	YIL126W	YIL126W	STH1	ATPase component of the RSC chromatin remodeling complex; required for expression of early meiotic genes; promotes base excision repair in chromatin; essential helicase-related protein homologous to Snf2p [Source:SGD;Acc:S000001388]
YIL127C	YIL127C	YIL127C	RRT14	Putative protein of unknown function; identified in a screen for mutants with decreased levels of rDNA transcription; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus; predicted to be involved in ribosome biogenesis [Source:SGD;Acc:S000001389]
YIL128W	YIL128W	YIL128W	MET18	"Component of cytosolic iron-sulfur protein assembly (CIA) machinery; acts at a late step of Fe-S cluster assembly; forms the CIA targeting complex with Cia1p and Cia2p that directs Fe-S cluster incorporation into a subset of proteins involved in methionine biosynthesis, DNA replication and repair, transcription, and telomere maintenance; ortholog of human MMS19 [Source:SGD;Acc:S000001390]"
YIL129C	YIL129C	YIL129C	TAO3	"Component of the RAM signaling network; is involved in regulation of Ace2p activity and cellular morphogenesis, interacts with protein kinase Cbk1p and also with Kic1p [Source:SGD;Acc:S000001391]"
YIL130W	YIL130W	YIL130W	ASG1	"Zinc cluster protein proposed to be a transcriptional regulator; regulator involved in the stress response; null mutants have a respiratory deficiency, calcofluor white sensitivity and slightly increased cycloheximide resistance [Source:SGD;Acc:S000001392]"
YIL131C	YIL131C	YIL131C	FKH1	"Forkhead family transcription factor; minor role in expression of G2/M phase genes; negatively regulates transcription elongation; positive role in chromatin silencing at HML, HMR; facilitates clustering and activation of early-firing replication origins; binds to recombination enhancer near HML, regulates donor preference during mating-type switching; relocalizes to cytosol in response to hypoxia; FKH1 has a paralog, FKH2, that arose from the whole genome duplication [Source:SGD;Acc:S000001393]"
YIL132C	YIL132C	YIL132C	CSM2	"Component of Shu complex (aka PCSS complex); Shu complex also includes Psy3, Shu1, Shu2, and promotes error-free DNA repair,; Shu complex mediates inhibition of Srs2p function; promotes formation of Rad51p filaments; Psy3p and Csm2p contain similar DNA-binding regions which work together to form a single DNA binding site; required for accurate chromosome segregation during meiosis [Source:SGD;Acc:S000001394]"
YIL133C	YIL133C	YIL133C	RPL16A	"Ribosomal 60S subunit protein L16A; N-terminally acetylated, binds 5.8 S rRNA; transcriptionally regulated by Rap1p; homologous to mammalian ribosomal protein L13A and bacterial L13; RPL16A has a paralog, RPL16B, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000001395]"
YIL134C-A	YIL134C-A	YIL134C-A		Putative protein of unknown function; identified by fungal homology and RT-PCR [Source:SGD;Acc:S000028556]
YIL134W	YIL134W	YIL134W	FLX1	"Protein required for transport of flavin adenine dinucleotide (FAD); a synthesis product of riboflavin, across the mitochondrial membrane [Source:SGD;Acc:S000001396]"
YIL135C	YIL135C	YIL135C	VHS2	"Regulator of septin dynamics; involved in the regulation of septin dynamics at bud neck after mitotic entry, likely by stabilizing septin structure; regulated at post-translational level by cell cycle dependent phosphorylation; likely phosphorylated by Cdc28p and dephosphorylated by Cdc14p before cytokinesis; high-copy suppressor of synthetic lethality of sis2 sit4 double mutant; VHS2 has a paralog, MLF3, that arose from the whole genome duplication [Source:SGD;Acc:S000001397]"
YIL136W	YIL136W	YIL136W	OM45	"Mitochondrial outer membrane protein of unknown function; major constituent of the outer membrane, located on the outer (cytosolic) face; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000001398]"
YIL137C	YIL137C	YIL137C	TMA108	Ribosome-associated protein that is involved in ribosome biogenesis; putative metalloprotease [Source:SGD;Acc:S000001399]
YIL138C	YIL138C	YIL138C	TPM2	"Minor isoform of tropomyosin; binds to and stabilizes actin cables and filaments, which direct polarized cell growth and the distribution of several organelles; appears to have distinct and also overlapping functions with Tpm1p; TPM2 has a paralog, TPM1, that arose from the whole genome duplication [Source:SGD;Acc:S000001400]"
YIL139C	YIL139C	YIL139C	REV7	"Accessory subunit of DNA polymerase zeta; involved in translesion synthesis during post-replication repair; required for mutagenesis induced by DNA damage; involved in double-strand break repair; forms a complex with Rev3p, Pol31p and Pol32p [Source:SGD;Acc:S000001401]"
YIL140W	YIL140W	YIL140W	AXL2	Integral plasma membrane protein; required for axial budding in haploid cells; localizes to the incipient bud site and bud neck; glycosylated by Pmt4p; potential Cdc28p substrate [Source:SGD;Acc:S000001402]
YIL141W	YIL141W	YIL141W		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000001403]"
YIL142C-A	YIL142C-A	YIL142C-A		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF CCT2/YIL142W [Source:SGD;Acc:S000028796]"
YIL142W	YIL142W	YIL142W	CCT2	"Subunit beta of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo [Source:SGD;Acc:S000001404]"
YIL143C	YIL143C	YIL143C	SSL2	"Component of RNA polymerase transcription factor TFIIH holoenzyme; has DNA-dependent ATPase/helicase activity and is required, with Rad3p, for unwinding promoter DNA; interacts functionally with TFIIB and has roles in transcription start site selection and in gene looping to juxtapose initiation and termination regions; involved in DNA repair; relocalizes to the cytosol in response to hypoxia; homolog of human ERCC3 [Source:SGD;Acc:S000001405]"
YIL144W	YIL144W	YIL144W	NDC80	"Component of the kinetochore-associated Ndc80 complex; conserved coiled-coil protein involved in chromosome segregation, spindle checkpoint activity, and kinetochore assembly and clustering; evolutionarily conserved; other members include Ndc80p, Nuf2p, Scp24p, and Spc25p; modified by sumoylation [Source:SGD;Acc:S000001406]"
YIL145C	YIL145C	YIL145C	PAN6	"Pantothenate synthase; also known as pantoate-beta-alanine ligase, required for pantothenic acid biosynthesis, deletion causes pantothenic acid auxotrophy, homologous to E. coli panC [Source:SGD;Acc:S000001407]"
YIL146C	YIL146C	YIL146C	ATG32	"Mitochondrial outer membrane protein required to initiate mitophagy; recruits the autophagy adaptor protein Atg11p and the ubiquitin-like protein Atg8p to the mitochondrial surface to initiate mitophagy, the selective vacuolar degradation of mitochondria in response to starvation; can promote pexophagy when placed ectopically in the peroxisomal membrane; regulates mitophagy and ethanol production during alcoholic fermentation [Source:SGD;Acc:S000001408]"
YIL147C	YIL147C	YIL147C	SLN1	"Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p, thereby forming a phosphorelay system similar to bacterial two-component regulators [Source:SGD;Acc:S000001409]"
YIL148W	YIL148W	YIL148W	RPL40A	"Ubiquitin-ribosomal 60S subunit protein L40A fusion protein; cleaved to yield ubiquitin and ribosomal protein L40A; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes; homologous to mammalian ribosomal protein L40, no bacterial homolog; RPL40A has a paralog, RPL40B, that arose from the whole genome duplication; relative distribution to the nucleus increases upon DNA replication stress [Source:SGD;Acc:S000001410]"
YIL149C	YIL149C	YIL149C	MLP2	"Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved in the Tel1p pathway that controls telomere length; MLP2 has a paralog, MLP1, that arose from the whole genome duplication [Source:SGD;Acc:S000001411]"
YIL150C	YIL150C	YIL150C	MCM10	Essential chromatin-associated protein; involved in the initiation of DNA replication; required for the association of the MCM2-7 complex with replication origins; required to stabilize the catalytic subunit of DNA polymerase-alpha [Source:SGD;Acc:S000001412]
YIL151C	YIL151C	YIL151C	ESL1	"Protein of unknown function; predicted to contain a PINc domain; ESL1 has a paralog, ESL2, that arose from the whole genome duplication [Source:SGD;Acc:S000001413]"
YIL152W	YIL152W	YIL152W		Putative protein of unknown function [Source:SGD;Acc:S000001414]
YIL153W	YIL153W	YIL153W	RRD1	"Peptidyl-prolyl cis/trans-isomerase; activator of the phosphotyrosyl phosphatase activity of PP2A; involved in G1 phase progression, microtubule dynamics, bud morphogenesis and DNA repair; required for rapid reduction of Sgs1p levels in response to rapamycin; subunit of the Tap42p-Sit4p-Rrd1p complex; protein increases in abundance and relative distribution to the nucleus increases upon DNA replication stress [Source:SGD;Acc:S000001415]"
YIL154C	YIL154C	YIL154C	IMP2'	Transcriptional activator involved in maintenance of ion homeostasis; also involved in protection against DNA damage caused by bleomycin and other oxidants; contains a C-terminal leucine-rich repeat [Source:SGD;Acc:S000001416]
YIL155C	YIL155C	YIL155C	GUT2	"Mitochondrial glycerol-3-phosphate dehydrogenase; expression is repressed by both glucose and cAMP and derepressed by non-fermentable carbon sources in a Snf1p, Rsf1p, Hap2/3/4/5 complex dependent manner [Source:SGD;Acc:S000001417]"
YIL156W	YIL156W	YIL156W	UBP7	"Ubiquitin-specific protease that cleaves ubiquitin-protein fusions; UBP7 has a paralog, UBP11, that arose from the whole genome duplication [Source:SGD;Acc:S000001418]"
YIL156W-A	YIL156W-A	YIL156W-A		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF COA1/YIL157C [Source:SGD;Acc:S000028797]"
YIL156W-B	YIL156W-B	YIL156W-B		Putative protein of unknown function; originally identified based on homology to <i>Ashbya gossypii</i> and other related yeasts [Source:SGD;Acc:S000028511]
YIL157C	YIL157C	YIL157C	COA1	Mitochondrial inner membrane protein; required for assembly of the cytochrome c oxidase complex (complex IV); interacts with complex IV assembly factor Shy1p during the early stages of assembly [Source:SGD;Acc:S000001419]
YIL158W	YIL158W	YIL158W	AIM20	"Putative protein of unknown function; overexpression causes cell cycle delay or arrest; green fluorescent protein (GFP)-fusion protein localizes to vacuole; null mutant displays elevated frequency of mitochondrial genome loss; relocalizes from nucleus to cytoplasm upon DNA replication stress; AIM20 has a paralog, SKG1, that arose from the whole genome duplication [Source:SGD;Acc:S000001420]"
YIL159W	YIL159W	YIL159W	BNR1	"Formin; nucleates the formation of linear actin filaments, involved in cell processes such as budding and mitotic spindle orientation which require the formation of polarized actin cables, functionally redundant with BNI1 [Source:SGD;Acc:S000001421]"
YIL160C	YIL160C	YIL160C	POT1	3-ketoacyl-CoA thiolase with broad chain length specificity; cleaves 3-ketoacyl-CoA into acyl-CoA and acetyl-CoA during beta-oxidation of fatty acids [Source:SGD;Acc:S000001422]
YIL161W	YIL161W	YIL161W		Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; mRNA is enriched in Scp160p-associated mRNPs; YIL161W is a non-essential gene [Source:SGD;Acc:S000001423]
YIL162W	YIL162W	YIL162W	SUC2	"Invertase; sucrose hydrolyzing enzyme; a secreted, glycosylated form is regulated by glucose repression, and an intracellular, nonglycosylated enzyme is produced constitutively [Source:SGD;Acc:S000001424]"
YIL163C	YIL163C	YIL163C		Protein of unknown function; mRNA identified as translated by ribosome profiling data [Source:SGD;Acc:S000001425]
YIL164C	YIL164C	YIL164C	NIT1	"Nitrilase; member of the nitrilase branch of the nitrilase superfamily; in closely related species and other S. cerevisiae strain backgrounds YIL164C and adjacent ORF, YIL165C, likely constitute a single ORF encoding a nitrilase gene [Source:SGD;Acc:S000001426]"
YIL165C	YIL165C	YIL165C		"Putative protein of unknown function; mutant exhibits mitophagy defects; in closely related species and other S. cerevisiae strain backgrounds YIL165C and adjacent ORF, YIL164C, likely constitute a single ORF encoding a nitrilase gene [Source:SGD;Acc:S000001427]"
YIL166C	YIL166C	YIL166C		Putative protein with similarity to allantoate permease; similar to the allantoate permease (Dal5p) subfamily of the major facilitator superfamily; mRNA expression is elevated by sulfur limitation; YIL166C is a non-essential gene [Source:SGD;Acc:S000001428]
YIL169C	YIL169C	YIL169C		"Putative protein of unknown function; serine/threonine rich and highly similar to YOL155C, a putative glucan alpha-1,4-glucosidase; transcript is induced in both high and low pH environments; YIL169C is a non-essential gene [Source:SGD;Acc:S000001431]"
YIL171W-A	YIL171W-A	YIL171W-A		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF IMA3/YIL172C [Source:SGD;Acc:S000028798]"
YIL172C	YIL172C	YIL172C	IMA3	"Alpha-glucosidase; weak, but broad substrate specificity for alpha-1,4- and alpha-1,6-glucosides; member of IMA isomaltase family; not required for isomaltose utilization, but Ima3p overexpression allows the ima1 null mutant to grow on isomaltose; lower activitiy and thermostability in vitro than Ima2p despite sequence difference of only 3 amino acids; cleaves alpha-1,3 linkage of nigerose and turanose, but not alpha-1,5 of leucrose; identical to IMA4 [Source:SGD;Acc:S000001434]"
YIL173W	YIL173W	YIL173W	VTH1	Putative membrane glycoprotein; has strong similarity to Vth2p and Pep1p/Vps10p; may be involved in vacuolar protein sorting [Source:SGD;Acc:S000001435]
YIL176C	YIL176C	YIL176C	PAU14	Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; identical to Pau1p [Source:SGD;Acc:S000001438]
YIL177C	YIL177C	YIL177C		Putative Y' element ATP-dependent helicase [Source:SGD;Acc:S000001439]
YIL177W-A	YIL177W-A	YIL177W-A		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the uncharacterized gene YIL177C [Source:SGD;Acc:S000028658]"
YIR001C	YIR001C	YIR001C	SGN1	"Cytoplasmic RNA-binding protein; contains an RNA recognition motif (RRM); may have a role in mRNA translation, as suggested by genetic interactions with genes encoding proteins involved in translational initiation [Source:SGD;Acc:S000001440]"
YIR002C	YIR002C	YIR002C	MPH1	"3'-5' DNA helicase involved in error-free bypass of DNA lesions; binds flap DNA in error-free bypass pathway, stimulates activity of Rad27p and Dna2p; prevents crossovers between ectopic sequences by removing substrates for Mus81-Mms4 or Rad1-Rad10 cleavage; similar to FANCM human Fanconi anemia complementation group protein that with MHF complex is involved in stabilizing and remodeling blocked replication forks; member of SF2 DExD/H superfamily of helicases [Source:SGD;Acc:S000001441]"
YIR003W	YIR003W	YIR003W	AIM21	Protein of unknown function; involved in mitochondrial migration along actin filament; may interact with ribosomes; GFP-fusion protein colocalizes with Sac1p to the actin cytoskeleton [Source:SGD;Acc:S000001442]
YIR004W	YIR004W	YIR004W	DJP1	"Cytosolic J-domain-containing protein; required for peroxisomal protein import and involved in peroxisome assembly, homologous to E. coli DnaJ [Source:SGD;Acc:S000001443]"
YIR005W	YIR005W	YIR005W	IST3	Component of the U2 snRNP; required for the first catalytic step of splicing and for spliceosomal assembly; interacts with Rds3p and is required for Mer1p-activated splicing; diploid mutants have a specific defect in MATa1 pre-mRNA splicing which leads to haploid gene expression in diploids [Source:SGD;Acc:S000001444]
YIR006C	YIR006C	YIR006C	PAN1	Part of actin cytoskeleton-regulatory complex Pan1p-Sla1p-End3p; associates with actin patches on cell cortex; promotes protein-protein interactions essential for endocytosis; binds to and activates Arp2/3 complex in vitro; phosphorylation of Thr-1225 is regulated by MAPK Hog1p in response to osmotic stress; previously thought to be a subunit of poly(A) ribonuclease [Source:SGD;Acc:S000001445]
YIR007W	YIR007W	YIR007W		Putative glycosidase; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YIR007W is a non-essential gene [Source:SGD;Acc:S000001446]
YIR008C	YIR008C	YIR008C	PRI1	Subunit of DNA primase; DNA primase is required for DNA synthesis and double-strand break repair [Source:SGD;Acc:S000001447]
YIR009W	YIR009W	YIR009W	MSL1	"U2B component of U2 snRNP; involved in splicing, binds the U2 snRNA stem-loop IV in vitro but requires association of Lea1p for in vivo binding; does not contain the conserved C-terminal RNA binding domain found in other family members [Source:SGD;Acc:S000001448]"
YIR010W	YIR010W	YIR010W	DSN1	Essential component of the MIND kinetochore complex; joins kinetochore subunits contacting DNA to those contacting microtubules; phosphorylation of Dsn1p promotes interaction between outer and inner kinetochore proteins; N-terminal end interacts with monopolin subunit Csm1p and is essential for meiotic but not mitotic chromosome segregation; important for chromosome segregation; complex consists of Mtw1p Including Nnf1p-Nsl1p-Dsn1p (MIND); modified by sumoylation [Source:SGD;Acc:S000001449]
YIR011C	YIR011C	YIR011C	STS1	Protein required for localizing proteasomes to the nucleus; involved in cotranslational protein degradation; mediates interaction between nuclear import factor Srp1p and the proteasome; Sts1p and Srp1p couple proteasomes to nascent polypeptides emerging from the ribosome for cotranslational degradation; involved in ubiquitin-mediated protein degradation [Source:SGD;Acc:S000001450]
YIR012W	YIR012W	YIR012W	SQT1	Protein involved in 60S ribosomal subunit assembly or modification; contains multiple WD repeats; interacts with Qsr1p in a two-hybrid assay; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000001451]
